,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2.0,1.0,530101.0,38.0,66.0,28.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,45.0,8.0,2.0,2.0,2.0,11300.0,0.0,0.0,2.0
1,1.0,1.0,534817.0,39.0,88.0,20.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,4.0,2.0,50.0,85.0,2.0,2.0,3.0,2208.0,0.0,0.0,2.0
2,2.0,1.0,530334.0,38.0,40.0,24.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,33.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
3,1.0,9.0,5290409.0,39.0,164.0,84.0,4.0,1.0,6.0,2.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,4.0,48.0,7.0,3.0,5.0,2.0,2208.0,0.0,0.0,1.0
4,2.0,1.0,530255.0,37.0,104.0,35.0,3.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,74.0,7.0,2.0,2.0,2.0,4300.0,0.0,0.0,2.0
5,2.0,1.0,528355.0,38.0,64.0,24.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,3.0,45.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
6,1.0,1.0,526802.0,38.0,48.0,16.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,5.0,37.0,7.0,2.0,2.0,1.0,3124.0,0.0,0.0,2.0
7,1.0,1.0,529607.0,38.0,60.0,24.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,44.0,8.0,2.0,2.0,2.0,2208.0,0.0,0.0,2.0
8,2.0,1.0,530051.0,38.0,80.0,36.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,38.0,6.0,2.0,2.0,3.0,3205.0,0.0,0.0,2.0
9,2.0,9.0,5299629.0,38.0,90.0,24.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,40.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
10,1.0,1.0,528548.0,38.0,66.0,12.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,44.0,6.0,2.0,4.0,1.0,2124.0,0.0,0.0,1.0
11,2.0,1.0,527927.0,39.0,72.0,52.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,50.0,8.0,2.0,2.0,1.0,2111.0,0.0,0.0,2.0
12,1.0,1.0,528031.0,37.0,42.0,12.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,45.0,7.0,2.0,2.0,1.0,4124.0,0.0,0.0,2.0
13,2.0,9.0,5291329.0,38.0,92.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0,37.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
14,1.0,1.0,534917.0,38.0,76.0,28.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,46.0,81.0,1.0,2.0,1.0,2112.0,0.0,0.0,2.0
15,1.0,1.0,530233.0,38.0,96.0,48.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,45.0,7.0,2.0,2.0,2.0,3207.0,0.0,0.0,2.0
16,1.0,9.0,5301219.0,38.0,128.0,36.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,53.0,8.0,3.0,5.0,2.0,1400.0,0.0,0.0,1.0
17,2.0,1.0,526639.0,38.0,48.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
18,1.0,1.0,5290481.0,38.0,64.0,21.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,40.0,7.0,1.0,2.0,1.0,4205.0,0.0,0.0,1.0
19,2.0,1.0,532110.0,39.0,110.0,35.0,4.0,3.0,6.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,55.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
20,1.0,1.0,530157.0,40.0,72.0,60.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,46.0,6.0,2.0,2.0,1.0,2111.0,0.0,0.0,2.0
21,2.0,1.0,529340.0,38.0,48.0,16.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,4.0,3.0,49.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
22,1.0,1.0,521681.0,39.0,42.0,34.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,4.0,48.0,7.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
23,1.0,9.0,534998.0,38.0,130.0,60.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,50.0,70.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
24,1.0,1.0,533692.0,38.0,60.0,12.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,51.0,65.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
25,2.0,1.0,529518.0,38.0,60.0,42.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
26,1.0,1.0,530526.0,38.0,72.0,30.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,43.0,7.0,2.0,4.0,1.0,3111.0,0.0,0.0,1.0
27,1.0,1.0,528653.0,38.0,48.0,12.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,37.0,6.0,2.0,1.0,1.0,4122.0,0.0,0.0,1.0
28,1.0,1.0,5279442.0,38.0,64.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,2.0,4300.0,0.0,0.0,2.0
29,2.0,1.0,535415.0,38.0,48.0,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,45.0,76.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
30,2.0,1.0,529475.0,38.0,96.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,66.0,8.0,2.0,2.0,2.0,4205.0,0.0,0.0,2.0
31,2.0,1.0,530242.0,37.0,108.0,12.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,6.0,3.0,3.0,52.0,8.0,3.0,7.0,3.0,2207.0,0.0,0.0,1.0
32,1.0,1.0,529427.0,37.0,60.0,24.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,43.0,7.0,2.0,2.0,1.0,2209.0,0.0,0.0,2.0
33,1.0,1.0,529663.0,38.0,64.0,28.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,49.0,9.0,2.0,7.0,1.0,2208.0,0.0,0.0,1.0
34,1.0,1.0,529796.0,38.0,100.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,52.0,7.0,2.0,2.0,1.0,1124.0,0.0,0.0,2.0
35,2.0,1.0,528812.0,38.0,104.0,24.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,73.0,8.0,2.0,2.0,3.0,7111.0,0.0,0.0,2.0
36,2.0,1.0,529493.0,38.0,112.0,16.0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,5.0,51.0,6.0,2.0,1.0,3.0,5205.0,0.0,0.0,1.0
37,1.0,1.0,533847.0,38.0,72.0,24.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,56.0,80.0,1.0,2.0,1.0,3111.0,0.0,0.0,2.0
38,2.0,1.0,528996.0,39.0,52.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,32.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
39,1.0,9.0,5277409.0,39.0,146.0,96.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,2.0,2113.0,0.0,0.0,2.0
40,1.0,1.0,529498.0,38.0,88.0,24.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,63.0,6.0,3.0,2.0,2.0,4205.0,0.0,0.0,2.0
41,2.0,9.0,5288249.0,39.0,150.0,72.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,47.0,8.0,2.0,0.0,1.0,9400.0,0.0,0.0,1.0
42,2.0,1.0,530301.0,38.0,60.0,12.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,47.0,7.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
43,1.0,1.0,534069.0,38.0,120.0,24.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,52.0,67.0,2.0,2.0,3.0,3205.0,0.0,0.0,2.0
44,1.0,1.0,535407.0,35.0,140.0,24.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,5.0,57.0,69.0,3.0,2.0,3.0,3205.0,0.0,0.0,2.0
45,2.0,1.0,529827.0,38.0,120.0,24.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,60.0,6.0,3.0,2.0,2.0,3205.0,0.0,0.0,2.0
46,1.0,1.0,529888.0,38.0,60.0,15.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,65.0,8.0,2.0,2.0,1.0,2305.0,0.0,0.0,1.0
47,2.0,1.0,529821.0,38.0,48.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,37.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
48,1.0,1.0,528890.0,39.0,80.0,44.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,54.0,6.0,3.0,2.0,2.0,7111.0,0.0,0.0,2.0
49,2.0,1.0,529642.0,37.0,84.0,48.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,73.0,6.0,2.0,4.0,2.0,4300.0,0.0,0.0,1.0
50,2.0,1.0,529766.0,39.0,46.0,24.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,49.0,9.0,1.0,2.0,1.0,3111.0,0.0,0.0,1.0
51,1.0,1.0,527706.0,37.0,84.0,36.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,45.0,8.0,3.0,2.0,2.0,7209.0,0.0,0.0,1.0
52,2.0,1.0,529483.0,38.0,64.0,24.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,43.0,8.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
53,2.0,1.0,530544.0,39.0,40.0,20.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,41.0,6.0,2.0,2.0,1.0,3111.0,0.0,0.0,1.0
54,2.0,1.0,529461.0,40.0,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.0,3.0,4.0,3.0,7400.0,0.0,0.0,1.0
55,1.0,9.0,5282839.0,39.0,160.0,20.0,3.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,38.0,8.0,2.0,2.0,2.0,7111.0,0.0,0.0,1.0
56,1.0,1.0,528872.0,38.0,64.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,24.0,7.0,2.0,2.0,1.0,3112.0,0.0,0.0,2.0
57,1.0,1.0,529640.0,38.0,64.0,36.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,42.0,8.0,2.0,2.0,2.0,3209.0,0.0,0.0,2.0
58,1.0,1.0,528298.0,38.0,64.0,20.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,53.0,6.0,3.0,2.0,2.0,3205.0,0.0,0.0,1.0
59,2.0,1.0,528904.0,38.0,96.0,24.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,5.0,4.0,5.0,60.0,8.0,2.0,2.0,2.0,4205.0,0.0,0.0,2.0
60,2.0,1.0,530438.0,38.0,48.0,32.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,37.0,7.0,2.0,2.0,1.0,2124.0,0.0,0.0,2.0
61,2.0,1.0,527957.0,38.0,60.0,24.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,44.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
62,1.0,1.0,528630.0,38.0,88.0,22.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,64.0,8.0,1.0,6.0,2.0,3205.0,0.0,0.0,1.0
63,2.0,1.0,534293.0,38.0,130.0,16.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,4.0,65.0,82.0,2.0,2.0,3.0,2209.0,1400.0,0.0,2.0
64,1.0,1.0,529667.0,39.0,64.0,36.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,44.0,8.0,3.0,5.0,1.0,2113.0,0.0,0.0,1.0
65,1.0,1.0,534885.0,38.0,60.0,36.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,26.0,72.0,2.0,1.0,1.0,2208.0,0.0,0.0,2.0
66,2.0,1.0,534784.0,38.0,72.0,24.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,58.0,74.0,1.0,2.0,1.0,2322.0,0.0,0.0,2.0
67,2.0,1.0,528931.0,38.0,54.0,24.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,49.0,7.0,1.0,2.0,1.0,3111.0,0.0,0.0,1.0
68,2.0,1.0,529777.0,38.0,52.0,16.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,6.0,3.0,4.0,55.0,7.0,2.0,2.0,1.0,2124.0,0.0,0.0,2.0
69,2.0,1.0,530276.0,38.0,48.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,42.0,6.0,2.0,4.0,1.0,3111.0,0.0,0.0,1.0
70,2.0,1.0,528214.0,37.0,60.0,20.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,43.0,8.0,2.0,2.0,3.0,2209.0,0.0,0.0,1.0
71,1.0,1.0,529424.0,38.0,48.0,28.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,46.0,6.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
72,1.0,1.0,5299253.0,38.0,56.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,2.0,2113.0,0.0,0.0,2.0
73,1.0,1.0,528469.0,38.0,52.0,24.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,7.0,1.0,4.0,54.0,8.0,2.0,3.0,2.0,2112.0,0.0,0.0,1.0
74,1.0,9.0,5292929.0,38.0,64.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,37.0,5.0,2.0,2.0,2.0,11124.0,0.0,0.0,2.0
75,1.0,9.0,534092.0,40.0,100.0,24.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,48.0,57.0,2.0,2.0,3.0,1400.0,0.0,0.0,2.0
76,1.0,1.0,534615.0,38.0,38.0,20.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,37.0,68.0,2.0,2.0,1.0,3205.0,0.0,0.0,2.0
77,2.0,1.0,534753.0,39.0,52.0,20.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,33.0,77.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
78,1.0,1.0,530693.0,38.0,64.0,24.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,46.0,6.0,2.0,2.0,2.0,3025.0,0.0,0.0,2.0
79,1.0,1.0,527463.0,38.0,96.0,18.0,1.0,3.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,69.0,9.0,3.0,2.0,1.0,2208.0,0.0,0.0,1.0
80,1.0,1.0,527518.0,36.0,98.0,35.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,47.0,6.0,3.0,4.0,2.0,2205.0,0.0,0.0,1.0
81,1.0,1.0,534756.0,37.0,40.0,24.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,36.0,8.0,3.0,2.0,1.0,3111.0,0.0,0.0,2.0
82,1.0,9.0,5290759.0,38.0,100.0,80.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,36.0,6.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
83,1.0,1.0,5279822.0,38.0,64.0,24.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,68.0,8.0,2.0,2.0,2.0,3205.0,0.0,0.0,2.0
84,1.0,1.0,529849.0,38.0,60.0,80.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,4.0,40.0,4.0,2.0,2.0,1.0,5206.0,0.0,0.0,1.0
85,2.0,1.0,529304.0,38.0,54.0,30.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,45.0,6.0,2.0,2.0,1.0,400.0,0.0,0.0,2.0
86,1.0,1.0,529388.0,38.0,88.0,40.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,50.0,8.0,3.0,1.0,2.0,4205.0,0.0,0.0,1.0
87,2.0,1.0,528006.0,38.0,40.0,16.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,50.0,7.0,2.0,4.0,3.0,2208.0,0.0,0.0,1.0
88,2.0,1.0,529703.0,39.0,64.0,40.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,3.0,42.0,8.0,2.0,2.0,1.0,5000.0,0.0,0.0,1.0
89,2.0,1.0,535381.0,38.0,42.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,38.0,61.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
90,2.0,1.0,534197.0,38.0,52.0,16.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,53.0,86.0,2.0,2.0,1.0,2322.0,0.0,0.0,2.0
91,2.0,1.0,529461.0,40.0,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.0,3.0,4.0,2.0,3205.0,0.0,0.0,1.0
92,2.0,1.0,530251.0,39.0,50.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,42.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
93,2.0,1.0,530310.0,38.0,64.0,24.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,38.0,6.0,2.0,2.0,2.0,3205.0,0.0,0.0,2.0
94,2.0,1.0,528729.0,38.0,48.0,30.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,48.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
95,1.0,1.0,535158.0,37.0,48.0,20.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,41.0,69.0,2.0,2.0,1.0,3205.0,0.0,0.0,2.0
96,2.0,1.0,530319.0,38.0,84.0,36.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,44.0,8.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
97,1.0,1.0,534145.0,38.0,88.0,32.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,5.0,55.0,60.0,2.0,2.0,3.0,3205.0,0.0,0.0,2.0
98,2.0,1.0,534135.0,38.0,44.0,40.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,41.0,60.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
99,2.0,1.0,530002.0,40.0,108.0,51.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,59.0,8.0,2.0,3.0,1.0,4300.0,0.0,0.0,1.0
