,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
100,1.0,1.0,535364.0,38.0,40.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,34.0,66.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
101,1.0,1.0,534899.0,38.0,60.0,20.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,45.0,8.0,2.0,2.0,3.0,3205.0,0.0,0.0,2.0
102,2.0,1.0,534938.0,38.0,40.0,16.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,37.0,57.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
103,1.0,9.0,5292489.0,38.0,140.0,68.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,39.0,5.0,2.0,2.0,1.0,7111.0,0.0,0.0,2.0
104,1.0,1.0,527563.0,38.0,52.0,24.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,6.0,2.0,5.0,48.0,7.0,1.0,4.0,2.0,5400.0,0.0,0.0,2.0
105,1.0,1.0,530381.0,38.0,70.0,36.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,36.0,7.0,2.0,2.0,1.0,31110.0,0.0,0.0,2.0
106,1.0,1.0,528668.0,38.0,52.0,96.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,43.0,6.0,2.0,2.0,1.0,3209.0,0.0,0.0,1.0
107,2.0,1.0,529764.0,37.0,50.0,32.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,44.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
108,1.0,1.0,533696.0,39.0,60.0,32.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,53.0,64.0,3.0,2.0,3.0,3205.0,0.0,0.0,2.0
109,1.0,9.0,5297379.0,38.0,84.0,40.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,36.0,7.0,2.0,3.0,2.0,2205.0,0.0,0.0,1.0
110,1.0,1.0,527544.0,38.0,70.0,16.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,60.0,8.0,2.0,2.0,2.0,2112.0,0.0,0.0,2.0
111,1.0,1.0,533736.0,38.0,40.0,16.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,38.0,58.0,1.0,2.0,1.0,3111.0,7111.0,0.0,2.0
112,1.0,1.0,534963.0,38.0,40.0,24.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,39.0,56.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
113,1.0,1.0,527933.0,37.0,60.0,28.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,10.0,2.0,3205.0,0.0,0.0,1.0
114,1.0,1.0,532349.0,38.0,44.0,24.0,3.0,2.0,4.0,1.0,5.0,4.0,3.0,2.0,1.0,5.0,4.0,5.0,50.0,77.0,2.0,2.0,1.0,3205.0,0.0,0.0,2.0
115,2.0,1.0,533723.0,38.0,64.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,70.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
116,1.0,1.0,535208.0,38.0,44.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,42.0,65.0,2.0,2.0,1.0,3205.0,3111.0,0.0,2.0
117,2.0,1.0,5290482.0,40.0,64.0,24.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,6.0,4.0,5.0,45.0,7.0,1.0,2.0,3.0,4205.0,0.0,0.0,2.0
118,1.0,1.0,533983.0,36.0,78.0,30.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,34.0,75.0,2.0,1.0,1.0,3112.0,6112.0,0.0,2.0
119,2.0,1.0,535166.0,38.0,56.0,20.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,46.0,70.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
120,1.0,1.0,528682.0,39.0,54.0,66.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,39.0,6.0,2.0,2.0,1.0,2206.0,0.0,0.0,1.0
121,1.0,1.0,534556.0,38.0,80.0,40.0,3.0,2.0,6.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,4.0,67.0,10.0,2.0,1.0,3.0,2208.0,0.0,0.0,2.0
122,2.0,1.0,534579.0,39.0,40.0,28.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,39.0,62.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
123,1.0,1.0,530360.0,38.0,64.0,24.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,45.0,8.0,1.0,2.0,2.0,3205.0,0.0,0.0,1.0
124,2.0,1.0,529840.0,38.0,48.0,20.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,37.0,6.0,2.0,2.0,3.0,2205.0,0.0,0.0,2.0
125,1.0,1.0,528461.0,38.0,42.0,68.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,41.0,8.0,2.0,2.0,1.0,2205.0,0.0,0.0,2.0
126,1.0,1.0,530384.0,39.0,64.0,24.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,33.0,6.0,2.0,2.0,1.0,31110.0,0.0,0.0,2.0
127,1.0,1.0,5262541.0,37.0,50.0,32.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,45.0,8.0,2.0,1.0,1.0,2208.0,0.0,0.0,1.0
128,1.0,1.0,535330.0,37.0,84.0,20.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,31.0,61.0,2.0,1.0,3.0,2208.0,0.0,0.0,2.0
129,1.0,1.0,527698.0,38.0,49.0,24.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,44.0,8.0,2.0,2.0,1.0,2206.0,0.0,0.0,2.0
130,1.0,1.0,528964.0,38.0,30.0,12.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,2.0,2113.0,0.0,0.0,2.0
131,2.0,1.0,530670.0,38.0,88.0,36.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,44.0,6.0,2.0,2.0,2.0,1400.0,0.0,0.0,2.0
132,1.0,1.0,534572.0,38.0,48.0,20.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,5.0,3.0,5.0,43.0,73.0,2.0,1.0,1.0,3111.0,0.0,0.0,2.0
133,2.0,1.0,530294.0,38.0,40.0,24.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,40.0,6.0,2.0,2.0,1.0,400.0,0.0,0.0,2.0
134,1.0,1.0,527524.0,38.0,100.0,24.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,59.0,6.0,2.0,2.0,2.0,4205.0,0.0,0.0,2.0
135,1.0,9.0,5287179.0,38.0,136.0,48.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,33.0,5.0,2.0,3.0,2.0,2205.0,0.0,0.0,1.0
136,1.0,1.0,530693.0,38.0,64.0,24.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,46.0,6.0,2.0,2.0,2.0,3025.0,0.0,0.0,2.0
137,1.0,1.0,534324.0,38.0,48.0,24.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,45.0,8.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
138,2.0,1.0,532349.0,38.0,56.0,24.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,42.0,71.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
139,2.0,1.0,534491.0,38.0,60.0,32.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,50.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
140,1.0,1.0,529960.0,38.0,44.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,31.0,7.0,2.0,2.0,1.0,5124.0,0.0,0.0,2.0
141,2.0,1.0,522979.0,36.0,42.0,30.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,64.0,7.0,2.0,2.0,2.0,1400.0,0.0,0.0,2.0
142,1.0,1.0,530402.0,38.0,120.0,24.0,4.0,3.0,6.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,57.0,4.0,3.0,4.0,2.0,3205.0,0.0,0.0,1.0
143,1.0,1.0,529424.0,38.0,48.0,28.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,46.0,6.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
144,1.0,1.0,534519.0,37.0,84.0,40.0,3.0,3.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,75.0,81.0,2.0,2.0,3.0,1400.0,0.0,0.0,2.0
145,2.0,1.0,535246.0,38.0,80.0,32.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,50.0,80.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
146,1.0,1.0,534115.0,38.0,48.0,24.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,5.0,42.0,71.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
147,2.0,1.0,530001.0,38.0,44.0,12.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,6.0,1.0,4.0,33.0,6.0,2.0,2.0,2.0,2209.0,0.0,0.0,2.0
148,1.0,1.0,529272.0,38.0,132.0,24.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,6.0,4.0,4.0,57.0,8.0,2.0,5.0,1.0,2112.0,0.0,0.0,1.0
149,2.0,1.0,535314.0,39.0,48.0,24.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,34.0,63.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
150,2.0,1.0,533793.0,39.0,44.0,14.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,33.0,64.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
151,1.0,1.0,529399.0,39.0,64.0,24.0,4.0,3.0,6.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,75.0,8.0,3.0,4.0,2.0,2207.0,0.0,0.0,1.0
152,1.0,1.0,533836.0,38.0,100.0,24.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,68.0,64.0,3.0,2.0,1.0,2209.0,0.0,0.0,2.0
153,2.0,1.0,528804.0,39.0,48.0,20.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,50.0,7.0,1.0,2.0,1.0,3111.0,0.0,0.0,1.0
154,2.0,1.0,535163.0,39.0,48.0,40.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,41.0,65.0,2.0,2.0,1.0,4124.0,0.0,0.0,2.0
155,2.0,1.0,528247.0,38.0,48.0,20.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,49.0,8.0,1.0,2.0,1.0,400.0,0.0,0.0,1.0
156,2.0,1.0,528996.0,39.0,52.0,20.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,36.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
157,1.0,1.0,533928.0,38.0,60.0,24.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,52.0,75.0,2.0,2.0,3.0,2205.0,0.0,0.0,2.0
158,2.0,1.0,528248.0,38.0,42.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
159,2.0,1.0,528134.0,38.0,64.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,3.0,44.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
160,1.0,1.0,527916.0,38.0,64.0,24.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,35.0,58.0,2.0,1.0,1.0,4205.0,0.0,0.0,2.0
161,1.0,1.0,530431.0,38.0,42.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,40.0,8.0,2.0,2.0,2.0,7113.0,0.0,0.0,2.0
162,2.0,1.0,535176.0,40.0,60.0,10.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,38.0,56.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
163,1.0,1.0,533942.0,38.0,66.0,20.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,46.0,46.0,3.0,2.0,3.0,6209.0,0.0,0.0,2.0
164,1.0,1.0,528523.0,39.0,76.0,24.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,50.0,8.0,2.0,2.0,1.0,2208.0,0.0,0.0,1.0
165,1.0,1.0,534925.0,39.0,120.0,48.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,56.0,64.0,1.0,2.0,3.0,1400.0,0.0,0.0,2.0
166,1.0,1.0,527916.0,38.0,40.0,18.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,43.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
167,2.0,1.0,528299.0,38.0,44.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,45.0,6.0,2.0,2.0,1.0,3111.0,0.0,0.0,2.0
168,1.0,1.0,530254.0,38.0,104.0,40.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,6.0,3.0,4.0,55.0,8.0,2.0,2.0,1.0,2124.0,0.0,0.0,2.0
169,1.0,1.0,535085.0,38.0,65.0,24.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,45.0,8.0,2.0,2.0,3.0,3205.0,0.0,0.0,2.0
170,2.0,1.0,532985.0,38.0,44.0,20.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,35.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
171,2.0,1.0,527677.0,39.0,86.0,16.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,68.0,6.0,3.0,6.0,2.0,5400.0,0.0,0.0,1.0
172,1.0,1.0,535292.0,38.0,129.0,48.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,57.0,66.0,3.0,2.0,1.0,2206.0,0.0,0.0,2.0
173,1.0,1.0,529729.0,38.0,104.0,24.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,69.0,9.0,2.0,3.0,2.0,2207.0,0.0,0.0,1.0
174,2.0,1.0,518476.0,38.0,64.0,24.0,3.0,4.0,6.0,1.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,2.0,3400.0,0.0,0.0,1.0
175,1.0,1.0,527929.0,38.0,64.0,24.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,45.0,8.0,2.0,2.0,1.0,2208.0,0.0,0.0,2.0
176,1.0,1.0,535130.0,38.0,60.0,30.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,48.0,66.0,2.0,2.0,1.0,6112.0,0.0,0.0,2.0
177,1.0,1.0,523190.0,38.0,68.0,14.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,45.0,8.0,2.0,3.0,2.0,4205.0,0.0,0.0,1.0
178,1.0,1.0,533968.0,38.0,60.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,45.0,70.0,3.0,2.0,1.0,6111.0,3111.0,0.0,2.0
179,2.0,1.0,528151.0,38.0,100.0,24.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,45.0,8.0,2.0,2.0,3.0,1111.0,0.0,0.0,1.0
180,1.0,1.0,530239.0,38.0,84.0,30.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,6.0,4.0,4.0,47.0,8.0,3.0,2.0,2.0,2300.0,0.0,0.0,2.0
181,2.0,1.0,528305.0,38.0,48.0,14.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,35.0,8.0,2.0,2.0,1.0,3111.0,0.0,0.0,1.0
182,1.0,1.0,5279822.0,38.0,64.0,24.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,68.0,8.0,2.0,2.0,2.0,2205.0,0.0,0.0,2.0
183,2.0,1.0,534857.0,38.0,56.0,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,44.0,68.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
184,2.0,1.0,534053.0,38.0,68.0,32.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,43.0,65.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
185,1.0,1.0,534833.0,38.0,120.0,60.0,4.0,3.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,54.0,8.0,2.0,2.0,1.0,5400.0,0.0,0.0,2.0
186,1.0,1.0,5278331.0,39.0,64.0,90.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,39.0,7.0,2.0,2.0,1.0,21110.0,0.0,0.0,2.0
187,1.0,1.0,527365.0,38.0,80.0,30.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,32.0,6.0,3.0,4.0,1.0,7209.0,0.0,0.0,1.0
188,1.0,1.0,533887.0,38.0,60.0,24.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,33.0,53.0,1.0,2.0,1.0,4111.0,0.0,0.0,2.0
189,1.0,1.0,5299603.0,38.0,60.0,16.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,30.0,6.0,1.0,3.0,1.0,31110.0,0.0,0.0,2.0
190,1.0,1.0,528742.0,37.0,40.0,8.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,23.0,7.0,3.0,2.0,1.0,3133.0,0.0,0.0,1.0
191,2.0,9.0,5287279.0,38.0,100.0,44.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,37.0,5.0,2.0,2.0,1.0,7111.0,0.0,0.0,2.0
192,1.0,1.0,534788.0,38.0,48.0,18.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,48.0,74.0,1.0,2.0,1.0,5111.0,0.0,0.0,2.0
193,1.0,1.0,529373.0,38.0,60.0,48.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,58.0,8.0,2.0,2.0,2.0,3205.0,0.0,0.0,2.0
194,2.0,1.0,534163.0,38.0,88.0,24.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,37.0,56.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
195,2.0,1.0,533697.0,38.0,44.0,12.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,42.0,64.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
196,2.0,1.0,529628.0,38.0,60.0,20.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,63.0,8.0,2.0,2.0,3.0,300.0,0.0,0.0,1.0
197,2.0,1.0,521399.0,38.0,96.0,36.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,70.0,8.0,2.0,2.0,2.0,1400.0,0.0,0.0,1.0
198,2.0,1.0,533885.0,38.0,60.0,20.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,34.0,66.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
199,2.0,1.0,534157.0,38.0,60.0,40.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,49.0,59.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
